timestamp,temperature_c,pressure_kpa,vibration_mm_s,rotation_rpm,power_kw
2026-06-01 00:00:00,70.44971209159229,113.5044288973452,2.942719408723491,1679.7405124889494,17.18580029261867
2026-06-01 00:01:00,70.3781739941987,116.36152624792622,3.1250690458939023,1695.659489018122,16.84400586950901
2026-06-01 00:02:00,71.44911381177667,114.82033572048503,2.950984152775507,1730.2422045667759,17.752159098436504
2026-06-01 00:03:00,70.24284215533267,115.21561488417827,3.073365746760465,1739.448509001583,17.712239217265722
2026-06-01 00:04:00,69.03695006571473,114.78111017870293,2.943913870685472,1668.264124504591,16.33061050698558
2026-06-01 00:05:00,67.79285532526458,113.07866177978808,2.9828049076950744,1684.659506130492,16.80026039211343
2026-06-01 00:06:00,70.23450949364154,115.5663657592202,3.019130024485779,1693.1949809851671,17.64088403234668
2026-06-01 00:07:00,69.26667844195778,114.44739641530884,2.929872985949389,1733.171603647636,17.44658196733097
2026-06-01 00:08:00,69.94551185483652,115.39975224049311,2.818710699588244,1699.6058858212646,17.36328176169974
2026-06-01 00:09:00,68.2576555988797,114.1093154407221,3.1017848648604907,1713.4929818982491,17.643759499647338
2026-06-01 00:10:00,70.98239477638896,113.44150920143346,3.2609819170625984,1708.8855866592455,17.08741104967783
2026-06-01 00:11:00,69.25335459036091,114.79245773523628,3.269235963056817,1686.0825427671407,17.414655706910242
2026-06-01 00:12:00,70.31525397269883,115.86724628416238,2.923563722915322,1673.413810369329,17.756371432562887
2026-06-01 00:13:00,69.8652186124529,115.89608365032791,2.9182384892000974,1696.446444336344,17.45188776113397
2026-06-01 00:14:00,69.78393839584709,115.26894265277957,2.9323126736232275,1737.8441064862566,17.74093149740668
2026-06-01 00:15:00,70.6044195919966,115.91807517859264,2.9629788533437806,1701.7350916338098,16.961666610736156
2026-06-01 00:16:00,70.90085424841278,114.97094713078786,3.006481518437117,1718.6857420072486,17.278090191327035
2026-06-01 00:17:00,70.56635842022524,114.89102953186266,2.838543928264364,1676.3730009751953,16.698869852582433
2026-06-01 00:18:00,72.01022917396894,114.80550347835147,2.8034545386171192,1700.2046543860947,16.8677612410758
2026-06-01 00:19:00,69.60019811023304,116.25717611007657,3.014773648507605,1713.1391193607978,17.364238409450575
2026-06-01 00:20:00,71.34972714006852,115.42510916232403,2.475456961869379,1684.6361610234671,17.717647064046762
2026-06-01 00:21:00,68.69354260440471,114.26462383246587,2.98043304808089,1698.14680332566,17.420567307646692
2026-06-01 00:22:00,71.61794232840101,113.72369533454918,2.892323260763843,1693.6105886511803,18.219379470729702
2026-06-01 00:23:00,69.81317632391496,116.42987677767546,3.123951395511758,1713.782159062775,17.39484184998366
2026-06-01 00:24:00,69.31234858239365,114.13541628683097,3.159031521449275,1706.355006163609,16.666091524187923
2026-06-01 00:25:00,70.60689638810652,115.14413747011893,3.1645308805126215,1711.0195845761034,17.66650785018409
2026-06-01 00:26:00,71.4149563727711,118.15261719609134,2.969999472894262,1717.4594265545807,17.233337539143214
